text,sentiment,Content_Parsed
"  lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now",negative, lolll cba get sun stuff forget back leg wouldnt gwt tan lol hurt sooo bad right 
goodnight!,neutral,goodnight
You can`t take this feeling away from me<3. going to lay down & watch a movie.,positive, ` take feel away <3 go lay & watch movie
had a nice time with her little sister...baby is all grown up,positive, nice time little sisterbaby grow 
  Welcome to my network buddies,positive, welcome network buddies
 go to bed mister! u need your beauty sleep,neutral, go bed mister u need beauty sleep
 gutted your out off hollyoaks  ****,negative, gutted hollyoaks ****
 hey you!,neutral, hey 
Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..,positive, finally yay relax well one day haha
Happy mother`s day all you moms!,positive,happy mother` day moms
"  Get Up, You are NOT old!  What did you do?! =O",neutral, get old =
This morning is for smiling smugly to oneself. Anyone can join in,positive, morning smile smugly oneself anyone join 
"Gee I`m totally hatin` this , like for real ! I mean like, duh ! I`ve studied enough, and all that I need is refreshing tonite ! Hard ?",negative,gee ` totally hatin` like real mean like duh ` study enough need refresh tonite hard 
" Thts kinda young 4 me, boo.",neutral, thts kinda young 4 boo
 Stress-free is the way to be,positive, stress-free way 
"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",neutral,back busy xd wirting star love almos 400 page xd listenint afh tv
 it would hurt only when you touch it or when it gets hit. But when you don`**** won`t  but after a month it wouldn`t hurt na!,negative, would hurt touch get hit `**** ` month ` hurt na
 still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,neutral, still get one year -mo tho might get new bb curve concern abt apps batt life important
"Happy mother`s day!!! oh, I love my mom.. hehehe... happy mom`s day!!",positive,happy mother` day oh love mom hehehe happy mom` day
Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!,neutral,oops forget shave legs byebye favorite cousin bklyn two nights row go hardd
I think i may have found my next apartment. Just one downfall.,neutral, think may find next apartment one downfall
I wanna go to DBSK oppa`s Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,neutral, wanna go dbsk oppa` mirotic concert thailand really wanna go muchhhhh *burst tears*
Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.,negative,omg cant eat everything eat hurt stomach come right 
Its good to have an old friend at ur new job. Another good day at work. Paycheck day will be even better,positive, good old friend ur new job another good day work paycheck day even better
_gurl_cece what up?,neutral,_gurl_cece 
"Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I get up",negative,` sit weirdly pc know im go hit deck get 
WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN,neutral,want go sleep sound rain
 I`m writing more fanfic.,neutral, ` write fanfic
 Flirting! Ima good man with bad habits.,neutral, flirt ima good man bad habit
Then me disliking you is a rumor!  cyndi! What made it look like i didn`t like you?,negative, dislike rumor cyndi make look like ` like 
" I`m sure it was amazing  Wish I could have been there :] You`re an incredible, phenomenal, amazingly talented singer",positive, ` sure amaze wish could ] ` incredible phenomenal amazingly talented singer
"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside",negative,bah sun new hammock drink beer play guitar sing mosquito chase inside
"i really need to go and start some more revision,biology or chemistry today me thinks",neutral, really need go start revisionbiology chemistry today think
  you are disappointing me......,negative, disappoint 
 it`s the best day ever. it`s my birthday,positive, ` best day ever ` birthday
But I have to cause I missed a lot of classes,negative, cause miss lot class
had such a fun time with allegra tonite!!! we saw 17again!! good movie,positive, fun time allegra tonite saw 17again good movie
"Boingo connected without fuss this time, but it`s slower`n snail piss...    (MDW, Food Count between Concourses A and B)",neutral,boingo connect without fuss time ` slower`n snail piss (mdw food count concourses b)
"your saaaaafe with mee(8) **** epic times again last night  old friends and new friendships, good way to kick off this month!",positive, saaaaafe mee(8) **** epic time last night old friends new friendships good way kick month
monday at the school  gosshhh what I`ve been waiting for,positive,monday school gosshhh ` wait 
should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...,neutral, start work lecture much earlier use tag cloud google news explain basics content analysis
" I know, lame.",negative, know lame
_hansen Darn - I just realised 'pull the other one' would have been a *far* better response to your name suggestion,positive,_hansen darn - realise 'pull one' would *far* better response name suggestion
 hmm so late. Well its early for me.. HA,neutral, hmm late well early ha
 Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.,negative, definitely grass cut cole commit stack wood neighbor well past 2 days set back far
just found two very moldy and squishy reasons why non cracker based foods aren`t allowed in the play room. When mom`s away...,neutral, find two moldy squishy reason non cracker base foods ` allow play room mom` away
Is on break...I`m so tired,negative, breaki` tire
I can`t believe how tired I am right now... I don`t know if I can go out tonight...   Exhaaaausted!!,negative, ` believe tire right ` know go tonight exhaaaausted
 the lost cost is a total plus.  Nutella is like peanut butter mixed with chocolatey goodness. yumm. ^^,neutral, lose cost total plus nutella like peanut butter mix chocolatey goodness yumm ^^
   I`ve always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,neutral, ` always ppl person hide behind bad self confidence 2 long u anything
 Ooh really?!! Well you know you`re always welcome!!,positive, ooh really well know ` always welcome
 I saw the game not a huge cavs fan lol. they pay refs. But Yao`s out 4 the rest of playoffs so L.a is cruising to the WCF,neutral, saw game huge cavs fan lol pay refs yao` 4 rest playoffs la cruise wcf
its nice to have no assignments for the night,positive, nice assignments night
 Younger then mine. So no problems here.,positive, younger mine problems 
 thanks for coming in tonight  it made me so happy,positive, thank come tonight make happy
"had SUCH and AMAZING time last night, McFly were INCREDIBLE",positive, amaze time last night mcfly incredible
Wearing 'purple with a passion' by OPI and I absolutely love it!!,positive,wear 'purple passion' opi absolutely love 
 it looks like you have a lot of fun with lady gaga,positive, look like lot fun lady gaga
finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!,neutral,finally get hand laptop eat biggest burrito de asada ever im gonna get ready party-ooo
just got home. Yay!  Hi guys! http://plurk.com/p/svdpu,neutral, get home yay hi guy http//plurkcom/p/svdpu
I **** love Alexander William Gaskarth,positive, **** love alexander william gaskarth
 Happy mothers day to you beautiful!,positive, happy mother day beautiful
 I wish you where going to be in the Saga,neutral, wish go saga
I cried...,negative, cry
    the hills is gunna be so different!! gl with your designing etc.,positive, hill gunna different gl design etc
contemplating when to hand in my lovely car,positive,contemplate hand lovely car
You said you effed up your nose!,negative, say eff nose
 bugger didn`t know that  shame people have to stick there nose in!,negative, bugger ` know shame people stick nose 
i hate my life big time its sooo poop gode i ould cry,neutral, hate life big time sooo poop gode ould cry
bout tuh head out an find sum wher tuh go an chill,positive,bout tuh head find sum wher tuh go chill
whew. did some more vacuuming. what a good time! You should vacuum.,positive,whew vacuum good time vacuum
" Wow, you might be countering the Benedryl with your enthusiasm.",positive, wow might counter benedryl enthusiasm
That was a fun show. Grabbing a bite to eat now.,positive, fun show grab bite eat 
Doing dishes...i miss my kitchen team,negative, dishesi miss kitchen team
"Bye. Tekzilla, then revision.",neutral,bye tekzilla revision
just kidding. its standing room only.,neutral, kid stand room 
I missed  giving away a TTC code,negative, miss give away ttc code
got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,positive,get back embassy miss one paper go mondaygood luck 
 careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on,neutral, careful cop dont mistake kid criminals - hear indiscrimate shoot go 
" Hey Steve.   I think you are such an awesome actor. I love every movie you are in, and I love The Office.",positive, hey steve think awesome actor love every movie love office
http://twitpic.com/4wegx -  Lol.. sorry. Too **** funny!,neutral,http//twitpiccom/4wegx - lol sorry **** funny
